feature_type,target_data,source_data,model_name,score_mean,score_std,pval,p_corrected,stars
all,Perception,Perception,Support Vector Machine,0.6575825346292493,0.11357553948486991,9.999000099990002e-05,0.019198080191980802,*
confidence,Perception,Memory,Random Forest,0.6930334247638881,0.10282920910341783,9.999000099990002e-05,0.019198080191980802,*
confidence,Perception,Memory,Support Vector Machine,0.6721589616849584,0.09567570549384385,9.999000099990002e-05,0.019198080191980802,*
confidence,Perception,Mixed,Random Forest,0.6991485433768272,0.10387816956809208,9.999000099990002e-05,0.019198080191980802,*
confidence,Perception,Mixed,Support Vector Machine,0.6756695738882269,0.09708698006183505,9.999000099990002e-05,0.019198080191980802,*
confidence,Perception,Perception,Random Forest,0.6566008598146635,0.10524351457915301,9.999000099990002e-05,0.019198080191980802,*
confidence,Perception,Perception,Support Vector Machine,0.6620660525563534,0.10337096217847841,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Cognitive,Cognitive,Random Forest,0.6532218286443926,0.09407318457041357,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Cognitive,Cognitive,Support Vector Machine,0.6224134726456084,0.08293325261639345,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Cognitive,Memory,Random Forest,0.6256730718441383,0.08819247160691587,9.999000099990002e-05,0.019198080191980802,*
confidence,Perception,Cognitive,Support Vector Machine,0.6323651381593064,0.08036943379742088,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Cognitive,Memory,Support Vector Machine,0.620760113446844,0.07578288417183886,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Cognitive,Mixed,Support Vector Machine,0.6220295725519822,0.07321788710791048,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Cognitive,Perception,Random Forest,0.6633802623667422,0.09131313318918241,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Cognitive,Perception,Support Vector Machine,0.6182607550567034,0.06667361262681272,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Memory,Cognitive,Random Forest,0.6398966420074633,0.09000081906798736,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Memory,Cognitive,Support Vector Machine,0.6158786585171425,0.06865445333732438,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Memory,Memory,Random Forest,0.6286231372229824,0.09619722208602352,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Memory,Memory,Support Vector Machine,0.6207840293452908,0.08690344697471518,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Memory,Mixed,Random Forest,0.6561692502854378,0.08516188070448585,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Memory,Mixed,Support Vector Machine,0.6473676061350021,0.08658623341066049,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Cognitive,Mixed,Random Forest,0.6620427355919526,0.09230445050799128,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Memory,Perception,Random Forest,0.6651266812045188,0.08555556286890431,9.999000099990002e-05,0.019198080191980802,*
confidence,Perception,Cognitive,Random Forest,0.7000493342454207,0.10263779358852594,9.999000099990002e-05,0.019198080191980802,*
confidence,Mixed,Perception,Random Forest,0.6802687264098847,0.09677284045606244,9.999000099990002e-05,0.019198080191980802,*
confidence,Cognitive,Memory,Random Forest,0.5886585465519043,0.11240085619501103,9.999000099990002e-05,0.019198080191980802,*
confidence,Cognitive,Memory,Support Vector Machine,0.5849387055926264,0.09052142063528568,9.999000099990002e-05,0.019198080191980802,*
confidence,Cognitive,Mixed,Random Forest,0.5894863904468235,0.12098691451225041,9.999000099990002e-05,0.019198080191980802,*
confidence,Cognitive,Mixed,Support Vector Machine,0.5796175375422312,0.08502095873171085,9.999000099990002e-05,0.019198080191980802,*
confidence,Cognitive,Perception,Random Forest,0.5936596273882798,0.11795833867575235,9.999000099990002e-05,0.019198080191980802,*
confidence,Cognitive,Perception,Support Vector Machine,0.570701233466541,0.08054315517934717,9.999000099990002e-05,0.019198080191980802,*
confidence,Memory,Cognitive,Random Forest,0.6780450800549416,0.08249632989462925,9.999000099990002e-05,0.019198080191980802,*
confidence,Memory,Cognitive,Support Vector Machine,0.6382774342732359,0.07493179711991098,9.999000099990002e-05,0.019198080191980802,*
confidence,Memory,Memory,Random Forest,0.6237089697940248,0.0944359522219433,9.999000099990002e-05,0.019198080191980802,*
confidence,Mixed,Perception,Support Vector Machine,0.6486843989548697,0.08055075848963786,9.999000099990002e-05,0.019198080191980802,*
confidence,Memory,Memory,Support Vector Machine,0.6164239783708902,0.08725131587252405,9.999000099990002e-05,0.019198080191980802,*
confidence,Memory,Mixed,Support Vector Machine,0.6536462215450474,0.07947337420612151,9.999000099990002e-05,0.019198080191980802,*
confidence,Memory,Perception,Random Forest,0.6804881547390816,0.08377940452990677,9.999000099990002e-05,0.019198080191980802,*
confidence,Memory,Perception,Support Vector Machine,0.6528490417907475,0.07853696874719261,9.999000099990002e-05,0.019198080191980802,*
confidence,Mixed,Cognitive,Random Forest,0.673867609037869,0.09417592783595503,9.999000099990002e-05,0.019198080191980802,*
confidence,Mixed,Cognitive,Support Vector Machine,0.6150282733941707,0.0835237220799849,9.999000099990002e-05,0.019198080191980802,*
confidence,Mixed,Memory,Random Forest,0.6740192526793877,0.09539803531102924,9.999000099990002e-05,0.019198080191980802,*
confidence,Mixed,Memory,Support Vector Machine,0.6497216342019138,0.08495726382313952,9.999000099990002e-05,0.019198080191980802,*
confidence,Mixed,Mixed,Random Forest,0.6206651775825982,0.1112297328994347,9.999000099990002e-05,0.019198080191980802,*
confidence,Mixed,Mixed,Support Vector Machine,0.6164021315610413,0.1024994205230648,9.999000099990002e-05,0.019198080191980802,*
confidence,Memory,Mixed,Random Forest,0.6788576224380795,0.08447768262312076,9.999000099990002e-05,0.019198080191980802,*
confidence,Cognitive,Cognitive,Support Vector Machine,0.5770467879681983,0.07615408745221912,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Memory,Perception,Support Vector Machine,0.6394450889359566,0.08130328817594117,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Mixed,Cognitive,Support Vector Machine,0.6099256367084261,0.07206292251511044,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Memory,Memory,Random Forest,0.6263574621582872,0.09578487552618696,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Memory,Memory,Support Vector Machine,0.6141663511361003,0.08771179759127333,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Memory,Mixed,Random Forest,0.6796832271673914,0.08260607320521589,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Memory,Mixed,Support Vector Machine,0.650903312414732,0.07744833867124304,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Memory,Perception,Random Forest,0.6798543027203967,0.08335293415756281,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Memory,Perception,Support Vector Machine,0.6490214856456197,0.08171613527442809,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Mixed,Cognitive,Random Forest,0.6749667455383233,0.09583497576682869,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Mixed,Cognitive,Support Vector Machine,0.6123046902567019,0.08504815861333719,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Mixed,Memory,Random Forest,0.6737603808604161,0.096002023349359,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Memory,Cognitive,Support Vector Machine,0.6385857184442988,0.07443654254985865,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Mixed,Memory,Support Vector Machine,0.6463085022872508,0.08678039358144604,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Mixed,Mixed,Support Vector Machine,0.6210213632034454,0.09856120769962856,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Mixed,Perception,Random Forest,0.68209803360721,0.09471676662438165,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Mixed,Perception,Support Vector Machine,0.6467673082826104,0.07965048038978341,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Perception,Cognitive,Random Forest,0.6955696010367673,0.10348548939416788,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Perception,Cognitive,Support Vector Machine,0.6303345030878523,0.07952054770637201,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Perception,Memory,Random Forest,0.6920824825992733,0.10330013648209808,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Perception,Memory,Support Vector Machine,0.6692193615521077,0.09456203164792609,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Perception,Mixed,Random Forest,0.6994394398152598,0.10438187125480496,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Perception,Mixed,Support Vector Machine,0.6734372847424883,0.0961701062766707,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Mixed,Mixed,Random Forest,0.6326917959324698,0.10372941496547053,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Mixed,Cognitive,Random Forest,0.665085126064823,0.08152652231811519,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Memory,Cognitive,Random Forest,0.6696355156600563,0.08487188727446031,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Cognitive,Perception,Random Forest,0.5906579020875873,0.1185042188939064,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Mixed,Memory,Random Forest,0.6567473266220276,0.09202637239046006,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Mixed,Memory,Support Vector Machine,0.6526030872550769,0.08325912104907233,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Mixed,Mixed,Random Forest,0.6218415997535376,0.10226873284710955,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Mixed,Mixed,Support Vector Machine,0.6137538001246458,0.1024318526860466,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Mixed,Perception,Random Forest,0.6785990027659593,0.09274262331385776,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Mixed,Perception,Support Vector Machine,0.6502816814651643,0.07697734931415118,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Perception,Cognitive,Random Forest,0.6527189426607048,0.09905673393815298,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Perception,Cognitive,Support Vector Machine,0.6395974580531772,0.0861071788198883,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Perception,Memory,Random Forest,0.6758912186137875,0.1016643401907918,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Cognitive,Perception,Support Vector Machine,0.5721902298323136,0.07825529725956758,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Perception,Memory,Support Vector Machine,0.6742163873225548,0.09750726519445686,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Perception,Mixed,Support Vector Machine,0.6739850774552197,0.09619890166287688,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Perception,Perception,Random Forest,0.677787776926069,0.11725872904525643,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Perception,Perception,Support Vector Machine,0.6591662035931075,0.11332582992722397,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Cognitive,Cognitive,Random Forest,0.5903006628628942,0.09682789786616018,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Cognitive,Cognitive,Support Vector Machine,0.5844582794576154,0.08421874778332901,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Cognitive,Memory,Random Forest,0.5910277359979019,0.11124009915313338,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Cognitive,Memory,Support Vector Machine,0.5869805591791228,0.09105395796588397,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Cognitive,Mixed,Random Forest,0.5901942358472828,0.12033866828982737,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Cognitive,Mixed,Support Vector Machine,0.5779413861395017,0.0857850947951265,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Perception,Mixed,Random Forest,0.6844669015181798,0.10062260767721529,9.999000099990002e-05,0.019198080191980802,*
confidence,Cognitive,Cognitive,Random Forest,0.5884926188166834,0.10084816196728887,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Perception,Perception,Support Vector Machine,0.6648725568666336,0.10382027194108803,9.999000099990002e-05,0.019198080191980802,*
all,Perception,Perception,Random Forest,0.675718963938046,0.12182392397319622,9.999000099990002e-05,0.019198080191980802,*
all,Cognitive,Perception,Support Vector Machine,0.6199042574942502,0.06688332822163903,9.999000099990002e-05,0.019198080191980802,*
all,Cognitive,Perception,Random Forest,0.6599773369814366,0.09091923701366782,9.999000099990002e-05,0.019198080191980802,*
all,Cognitive,Mixed,Random Forest,0.6616771880778112,0.09201953136324438,9.999000099990002e-05,0.019198080191980802,*
all,Cognitive,Memory,Support Vector Machine,0.6168035963392529,0.07447983299398214,9.999000099990002e-05,0.019198080191980802,*
all,Cognitive,Memory,Random Forest,0.6296660496736128,0.08797481432953341,9.999000099990002e-05,0.019198080191980802,*
all,Cognitive,Cognitive,Support Vector Machine,0.6225457172400714,0.07211243132327501,9.999000099990002e-05,0.019198080191980802,*
all,Cognitive,Cognitive,Random Forest,0.6533874395914574,0.09289295628247271,9.999000099990002e-05,0.019198080191980802,*
RT,Cognitive,Mixed,Random Forest,0.5170002132464766,0.012059476811707758,9.999000099990002e-05,0.019198080191980802,*
RT,Memory,Memory,Random Forest,0.5266779984690475,0.05713644224951842,9.999000099990002e-05,0.019198080191980802,*
RT,Memory,Memory,Support Vector Machine,0.5523933082013478,0.06646276107383466,9.999000099990002e-05,0.019198080191980802,*
RT,Memory,Mixed,Support Vector Machine,0.5234932679511654,0.09521343141001377,9.999000099990002e-05,0.019198080191980802,*
RT,Memory,Perception,Support Vector Machine,0.5623260720966652,0.09775704046211917,9.999000099990002e-05,0.019198080191980802,*
RT,Mixed,Memory,Support Vector Machine,0.5094386761765053,0.011767160102891723,9.999000099990002e-05,0.019198080191980802,*
RT,Mixed,Mixed,Support Vector Machine,0.5230232238921533,0.059337974251610776,9.999000099990002e-05,0.019198080191980802,*
RT,Perception,Perception,Random Forest,0.5244284633151945,0.05978348465653784,9.999000099990002e-05,0.019198080191980802,*
RT,Perception,Perception,Support Vector Machine,0.5418463902963226,0.08490786631480654,9.999000099990002e-05,0.019198080191980802,*
confidence-accuracy,Perception,Perception,Random Forest,0.6691178349411581,0.10588397934626363,9.999000099990002e-05,0.019198080191980802,*
all,Memory,Cognitive,Random Forest,0.645529817563644,0.08681562074344565,9.999000099990002e-05,0.019198080191980802,*
all,Memory,Cognitive,Support Vector Machine,0.6048816465759759,0.0662609220481065,9.999000099990002e-05,0.019198080191980802,*
all,Cognitive,Mixed,Support Vector Machine,0.6192417957797897,0.07192262430930019,9.999000099990002e-05,0.019198080191980802,*
all,Memory,Memory,Support Vector Machine,0.6207093511564682,0.0833693443776873,9.999000099990002e-05,0.019198080191980802,*
all,Perception,Mixed,Support Vector Machine,0.6717546411899311,0.09509712128325772,9.999000099990002e-05,0.019198080191980802,*
all,Perception,Mixed,Random Forest,0.6858968464950866,0.10090339555804838,9.999000099990002e-05,0.019198080191980802,*
all,Perception,Memory,Support Vector Machine,0.6732402250650927,0.09811370874569723,9.999000099990002e-05,0.019198080191980802,*
all,Perception,Memory,Random Forest,0.6770711338491093,0.10120832549129931,9.999000099990002e-05,0.019198080191980802,*
all,Perception,Cognitive,Support Vector Machine,0.6344965870607839,0.08265284442110683,9.999000099990002e-05,0.019198080191980802,*
all,Perception,Cognitive,Random Forest,0.658075085274855,0.1002687795788288,9.999000099990002e-05,0.019198080191980802,*
all,Mixed,Perception,Support Vector Machine,0.649876700737847,0.07699581722810206,9.999000099990002e-05,0.019198080191980802,*
all,Memory,Memory,Random Forest,0.6310147322031114,0.09429274740231218,9.999000099990002e-05,0.019198080191980802,*
all,Mixed,Mixed,Support Vector Machine,0.6186481975919138,0.10028582789086697,9.999000099990002e-05,0.019198080191980802,*
all,Mixed,Mixed,Random Forest,0.6338311539746726,0.09925642813483516,9.999000099990002e-05,0.019198080191980802,*
all,Mixed,Perception,Random Forest,0.675855977854489,0.09330151790510702,9.999000099990002e-05,0.019198080191980802,*
all,Mixed,Memory,Support Vector Machine,0.6475214171084697,0.08090336018270054,9.999000099990002e-05,0.019198080191980802,*
all,Mixed,Memory,Random Forest,0.659079839148575,0.09123764891751339,9.999000099990002e-05,0.019198080191980802,*
all,Mixed,Cognitive,Support Vector Machine,0.6058198783154406,0.06802884664462996,9.999000099990002e-05,0.019198080191980802,*
all,Mixed,Cognitive,Random Forest,0.6668762584876096,0.08269914186740904,9.999000099990002e-05,0.019198080191980802,*
all,Memory,Perception,Support Vector Machine,0.6385543445791273,0.0817982171837177,9.999000099990002e-05,0.019198080191980802,*
all,Memory,Mixed,Random Forest,0.660686095765866,0.084950005836614,9.999000099990002e-05,0.019198080191980802,*
all,Memory,Mixed,Support Vector Machine,0.6442333339547198,0.08168855955305093,9.999000099990002e-05,0.019198080191980802,*
all,Memory,Perception,Random Forest,0.6568930784959431,0.08316804722434695,9.999000099990002e-05,0.019198080191980802,*
RT,Perception,Memory,Random Forest,0.5108201254999204,0.06704101214311535,0.00039996000399960006,0.07679232076792321,n.s.
accuracy,Cognitive,Cognitive,Random Forest,0.5120778173805985,0.06391409952603741,0.04179582041795821,1.0,n.s.
RT,Mixed,Mixed,Random Forest,0.5064918092621193,0.04925334099532735,0.0852914708529147,1.0,n.s.
RT,Cognitive,Mixed,Support Vector Machine,0.5081657302892276,0.03941785004955534,0.09169083091690831,1.0,n.s.
RT,Perception,Memory,Support Vector Machine,0.5009141191883835,0.039346031717767634,0.1406859314068593,1.0,n.s.
accuracy,Cognitive,Memory,Random Forest,0.5051280190125248,0.06540810165743448,0.28057194280571945,1.0,n.s.
RT,Memory,Perception,Random Forest,0.505969134845752,0.09450068610567139,0.29147085291470853,1.0,n.s.
accuracy,Cognitive,Memory,Support Vector Machine,0.5018501181775076,0.06585533722072222,0.3200679932006799,1.0,n.s.
RT,Mixed,Perception,Support Vector Machine,0.4989524242173934,0.07537201314930574,0.5744425557444256,1.0,n.s.
RT,Cognitive,Cognitive,Support Vector Machine,0.4987162946738432,0.015617018422886174,0.6945305469453055,1.0,n.s.
RT,Cognitive,Cognitive,Random Forest,0.4979672521212752,0.009125304083614554,0.7474252574742526,1.0,n.s.
accuracy,Memory,Memory,Random Forest,0.49704428467871475,0.04495142493957868,0.7847215278472153,1.0,n.s.
accuracy,Cognitive,Perception,Random Forest,0.49359003996552103,0.05267225326858421,0.8127187281271873,1.0,n.s.
accuracy,Cognitive,Mixed,Random Forest,0.49359003996552103,0.05267225326858422,0.8127187281271873,1.0,n.s.
RT,Mixed,Perception,Random Forest,0.49243860818626967,0.04104997697285807,0.8548145185481452,1.0,n.s.
accuracy,Cognitive,Perception,Support Vector Machine,0.49451803485547935,0.07309422942565696,0.8877112288771123,1.0,n.s.
RT,Mixed,Memory,Random Forest,0.4909306978506146,0.03869258015828576,0.9075092490750925,1.0,n.s.
accuracy,Cognitive,Cognitive,Support Vector Machine,0.49656213245450836,0.0535459946909251,0.9108089191080891,1.0,n.s.
RT,Perception,Cognitive,Random Forest,0.49768733793027836,0.0328318992833818,0.9294070592940706,1.0,n.s.
RT,Cognitive,Perception,Random Forest,0.4840640693637479,0.02597656720627707,0.9691030896910309,1.0,n.s.
accuracy,Memory,Mixed,Random Forest,0.49339485375994846,0.030049998544937884,0.9726027397260274,1.0,n.s.
accuracy,Memory,Perception,Random Forest,0.49339485375994846,0.030049998544937874,0.9726027397260274,1.0,n.s.
accuracy,Memory,Memory,Support Vector Machine,0.49698994829088305,0.04041812844094194,0.9766023397660234,1.0,n.s.
RT,Cognitive,Memory,Support Vector Machine,0.49212418365652677,0.02114511617189094,0.9825017498250175,1.0,n.s.
RT,Mixed,Cognitive,Random Forest,0.49739229085669956,0.006008106614655562,0.9871012898710129,1.0,n.s.
accuracy,Mixed,Mixed,Random Forest,0.49310721978320055,0.030690248599051204,0.9935006499350065,1.0,n.s.
RT,Cognitive,Memory,Random Forest,0.4628875792627819,0.038661713591089664,0.9946005399460054,1.0,n.s.
accuracy,Memory,Perception,Support Vector Machine,0.4940512097857331,0.03761760345935404,0.9992000799920008,1.0,n.s.
accuracy,Memory,Cognitive,Random Forest,0.4855112939823965,0.037453221590207884,0.9996000399960004,1.0,n.s.
RT,Memory,Mixed,Random Forest,0.46067452215124444,0.09407457262096022,0.9997000299970003,1.0,n.s.
RT,Cognitive,Perception,Support Vector Machine,0.4744509336391095,0.03755927429056904,0.9999000099990001,1.0,n.s.
accuracy,Mixed,Mixed,Support Vector Machine,0.49467519938867854,0.037134130292219014,0.9999000099990001,1.0,n.s.
accuracy,Mixed,Cognitive,Support Vector Machine,0.49680730286588404,0.006395317971246178,1.0,1.0,n.s.
accuracy,Perception,Perception,Support Vector Machine,0.48122953152779685,0.042831090204800915,1.0,1.0,n.s.
accuracy,Memory,Cognitive,Support Vector Machine,0.49518800601526997,0.010227875769576697,1.0,1.0,n.s.
accuracy,Mixed,Memory,Random Forest,0.456891266689177,0.05023701756313386,1.0,1.0,n.s.
accuracy,Perception,Perception,Random Forest,0.47855203030106436,0.038192021410995126,1.0,1.0,n.s.
accuracy,Perception,Mixed,Support Vector Machine,0.4974718560563458,0.0036260419941774183,1.0,1.0,n.s.
accuracy,Cognitive,Mixed,Support Vector Machine,0.48928767515920335,0.016331132543700364,1.0,1.0,n.s.
RT,Perception,Mixed,Random Forest,0.4773118146836674,0.07614112634426941,1.0,1.0,n.s.
RT,Memory,Cognitive,Random Forest,0.4642209869630751,0.050682496608401836,1.0,1.0,n.s.
RT,Memory,Cognitive,Support Vector Machine,0.4595849660721879,0.07825130801326727,1.0,1.0,n.s.
RT,Perception,Mixed,Support Vector Machine,0.47848337309607186,0.07769901372646873,1.0,1.0,n.s.
accuracy,Perception,Mixed,Random Forest,0.4699517173609977,0.034797218188015976,1.0,1.0,n.s.
accuracy,Mixed,Memory,Support Vector Machine,0.4562416821154045,0.05034320824744258,1.0,1.0,n.s.
accuracy,Perception,Memory,Random Forest,0.4220535457736286,0.0745089568550414,1.0,1.0,n.s.
accuracy,Perception,Cognitive,Support Vector Machine,0.49694415990871565,0.002586024761340594,1.0,1.0,n.s.
accuracy,Perception,Cognitive,Random Forest,0.4421131845678905,0.05816596535287888,1.0,1.0,n.s.
accuracy,Memory,Mixed,Support Vector Machine,0.4966278902417201,0.011857349019090984,1.0,1.0,n.s.
RT,Mixed,Cognitive,Support Vector Machine,0.4866530432720785,0.039199992664563955,1.0,1.0,n.s.
accuracy,Mixed,Cognitive,Random Forest,0.46317889383595223,0.043184267059271295,1.0,1.0,n.s.
accuracy,Mixed,Perception,Support Vector Machine,0.4609460951612235,0.04209109143892537,1.0,1.0,n.s.
accuracy,Mixed,Perception,Random Forest,0.4731856331281456,0.021297196824476346,1.0,1.0,n.s.
accuracy,Perception,Memory,Support Vector Machine,0.4221478329601867,0.07422855692755904,1.0,1.0,n.s.
RT,Perception,Cognitive,Support Vector Machine,0.4912603417402096,0.05692363462143629,1.0,1.0,n.s.
